fbPageId,about,affiliation,alwaysOpen,appId,attire,bestPage,built,canCheckin,category,checkins,communityPage,companyString,contactAddress,culinaryTeam,currentLocation,description,displaySubtext,errorCode,errorMessage,fbId,features,founded,generalInfo,generalManager,geoSpecial,givenUrl,globalBrandRootId,hours,impressum,job,liTab,likes,link,location,members,mission,mpg,name,nameWithBrandOrLocation,overview,parentPageId,parking,paymentOptions,permanentlyClosed,personalInfo,personalInterests,pharmaSafetyInfo,phone,placeType,priceRange,products,publicTransit,restaurantServices,restaurantSpecialties,singleLineAddress,startDate,startType,storeLocationDescriptor,storeNumber,talkingAbout,unclaimed,username,verificationStatus,verified,voipInfo,website,wereHere,realStartDate
85,"Official Facebook page of Navy Federal Credit Union. Equal Housing Lender. Federally insured by NCUA.",NULL,0,NULL,NULL,NULL,NULL,1,"Bank/Financial Institution",2567,0,"Navy Federal Credit Union",null,NULL,NULL,NULL,"Vienna, Virginia・2,567 people checked in here",NULL,NULL,160344204010636,NULL,1933,NULL,NULL,,https://www.facebook.com/NavyFederal?fref=ts,NULL,null,NULL,0,0,1074020,https://www.facebook.com/NavyFederal/,"Location[city=Vienna country=United States latitude=null locatedIn=null longitude=null name=null region=null state=VA street=null zip=22180]",NULL,"ABBREVOperate a federal credit union serving a Department of Defense and Coast Guard field of membership to meet the financial needs of the members.
_________________________________

Posting Guidelines:

While this is an open forum, we intend to maint...",NULL,"Navy Federal Credit Union",NULL,"ABBREVNavy Federal Credit Union is the world’s largest credit union with over $74 billion in assets, 6 million members, 281 branches and a workforce of over 13,000 employees worldwide. The credit union serves all Department of Defense and Coast Guard a...",NULL,NULL,null,0,NULL,NULL,NULL,"1-888-842-6328 ",NULL,NULL,NULL,NULL,null,null,"Vienna, Virginia 22180",com.restfb.types.Page$PageStartDate@177d1711,Unspecified,NULL,NULL,8625,0,NavyFederal,blue_verified,1,com.restfb.types.Page$VoipInfo@48051d49,http://www.navyfederal.org,29446,"1932-12-31 16:22:02"
86,NULL,NULL,0,NULL,NULL,NULL,NULL,1,Company,708,0,"Schweitzer Engineering Labs",null,NULL,NULL,"ABBREVSEL serves the power industry worldwide through the design, manufacture, supply and support of products and services for power system protection, monitoring, control, automation, communications and metering. For more than 30 years, SEL has offere...","2350 NE Hopkins Ct・Pullman, Washington・708 people checked in here",NULL,NULL,148960375131063,NULL,"Dr. Edmund O. Schweitzer III in 1984.",NULL,NULL,,https://www.facebook.com/pages/Schweitzer-Engineering-Laboratories-Inc/148960375131063?fref=ts,NULL,null,NULL,0,0,1774,https://www.facebook.com/Schweitzer-Engineering-Laboratories-Inc-148960375131063/,"Location[city=Pullman country=United States latitude=46.7506676 locatedIn=null longitude=-117.1662064 name=null region=null state=WA street=2350 NE Hopkins Ct zip=99163]",NULL,"Making Electric Power Safer, More Reliable, and More Economical.",NULL,"Schweitzer Engineering Laboratories, Inc.",NULL,"SEL invents, designs, and manufactures products and solutions that make electric power safer, more reliable, and more economical.",NULL,NULL,null,0,NULL,NULL,NULL,"(509) 332-1890",PLACE,NULL,NULL,NULL,null,null,"2350 NE Hopkins Ct, Pullman, Washington 99163",null,Unspecified,NULL,NULL,75,0,NULL,not_verified,0,com.restfb.types.Page$VoipInfo@79f8a839,http://www.selinc.com,708,NULL
87,"At Capital One we're on a mission for our customers—bringing them great products, rewards and service. ",NULL,0,NULL,NULL,NULL,NULL,1,"Bank/Financial Institution",1621,0,"Capital One",null,NULL,NULL,"Capital One is an Official Corporate Champion of NCAA® ","McLean, Virginia・1,621 people checked in here",NULL,NULL,131080263606125,NULL,NULL,"ABBREV-------------- Guidelines For This Page ------------

If you have a customer service question, please call the number on the back of your card, call 1-800-655-BANK for banking questions, email us at social@capitalone.com or tweet us at @AskCapita...",NULL,,https://www.facebook.com/capitalone?fref=ts,NULL,null,NULL,0,0,4052652,https://www.facebook.com/capitalone/,"Location[city=McLean country=United States latitude=null locatedIn=null longitude=null name=null region=null state=VA street=null zip=null]",NULL,NULL,NULL,"Capital One",NULL,"ABBREVCapital One is a diversified bank that offers products and services to individuals, small businesses and commercial clients. We use technology, innovation and interaction to provide consumers with products and services to meet their needs.

Banki...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"ABBREVCompany - http://www.capitalone.com
Credit Cards - http://www.capitalone.com/creditcards/
Credit Card Rewards - http://www.capitalone.com/credit-cards/rewards
Capital One 360 - https://home.capitalone360.com
Loans - http://www.capitalone.com/loan...",NULL,null,null,"McLean, Virginia",com.restfb.types.Page$PageStartDate@77add829,Founded,NULL,NULL,43411,0,capitalone,blue_verified,1,com.restfb.types.Page$VoipInfo@7c9f9a1f,"ABBREVhttps://www.capitalone.com http://www.capitalone.com/creditcards/lp/sailing/ http://www.capitalone.com/findmycard https://www.twitter.com/CapitalOne http://www.twitter.com/AskCapitalOne http://www.linkedin.com/company/capital-one http://www.youtube.com/user/CapitalOne https://plus.google.com/+CapitalOne/ http://pinterest.com/capitalone/",38501,"1987-12-31 16:22:03"
88,NULL,NULL,0,NULL,NULL,NULL,NULL,1,"Local Business",0,1,"Darden Restaurants",null,NULL,NULL,"ABBREVDarden Restaurants, Inc. is an American multi-brand restaurant operator headquartered in Orlando. The firm owns several casual dining restaurant chains: Olive Garden, LongHorn Steakhouse, Bahama Breeze, Seasons 52, Eddie V's Prime Seafood, The Ca...",NULL,NULL,NULL,108325625861426,NULL,NULL,NULL,NULL,,https://www.facebook.com/pages/Darden-Restaurants/108325625861426?fref=ts,NULL,null,NULL,0,0,1562,https://www.facebook.com/pages/Darden-Restaurants/108325625861426,null,NULL,NULL,NULL,"Darden Restaurants",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,0,1,NULL,not_verified,0,com.restfb.types.Page$VoipInfo@3190857b,http://www.darden.com/,0,NULL
89,"IHG is one of the world’s leading hotel companies with more than 4,900 hotels worldwide.
Learn more at www.ihgplc.com",NULL,0,NULL,NULL,NULL,NULL,1,Travel/Leisure,0,0,"Intercontinental Hotels Group",null,NULL,NULL,"ABBREVThe scale and diversity of IHG’s brand family means that our hotels can meet our guests’ needs whatever the occasion – whether an overnight getaway, a business trip, a family celebration or a once in-a-lifetime experience.

Learn more at www.ihgp...",NULL,NULL,NULL,7933762697,NULL,1988,NULL,NULL,,https://www.facebook.com/ihg?fref=ts,NULL,null,NULL,0,0,102937,https://www.facebook.com/ihg/,null,NULL,NULL,NULL,"IHG - InterContinental Hotels Group",NULL,"IHG has a broad family of hotel brands which have a rich heritage and are well known and loved by millions of consumers.
",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"InterContinental® Hotels & Resorts, Crowne Plaza® Hotels & Resorts, Hotel Indigo® Hotels, Holiday Inn® Hotels & Resorts, Holiday Inn Express® Hotels, Staybridge Suites® Hotels, Candlewood Suites® Hotels, EVEN™ Hotels, HUALUXE™ Hotels & Resorts
",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@62918fed,Unspecified,NULL,NULL,577,0,ihg,not_verified,0,com.restfb.types.Page$VoipInfo@3e1e63ec,"www.ihg.com / www.ihgplc.com / www.ihg.com/careers",0,"1987-12-31 16:22:04"
90,"Rule 1: The customer is always right Rule 2: If the customer is ever wrong, re-read rule 1.  LOCATIONS IN NORWALK, DANBURY, NEWINGTON CT and YONKERS, NY",NULL,0,NULL,NULL,NULL,NULL,1,Food/Grocery,28280,0,"Stew Leonard's",null,NULL,NULL,"ABBREVCompany Story

From its humble beginnings as a small dairy store founded in 1969 with seven employees, Stew Leonard's has grown to become not only the World's Largest Dairy Store, but one of the most renowned grocery stores, with annual sales of ...","100 Westport Ave・Norwalk, Connecticut・28,280 people checked in here",NULL,NULL,33439252677,NULL,NULL,"Norwalk CT 203-847-7214
Yonkers NY 914-375-4700
Newington CT 860-760-8100
Danbury CT 203-790-8030
Farmingdale NY 516-962-8210
",NULL,,https://www.facebook.com/stewleonards?fref=ts,NULL,"ABBREVHours[friday1close=23:00 friday1open=07:00 friday2close=null friday2open=null id=null metadata=null monday1close=23:00 monday1open=07:00 monday2close=null monday2open=null name=null saturday1close=23:00 saturday1open=07:00 saturday2close=null sat...",NULL,0,0,67631,https://www.facebook.com/stewleonards/,"Location[city=Norwalk country=United States latitude=41.1226941 locatedIn=null longitude=-73.4028461 name=null region=null state=CT street=100 Westport Ave zip=06851]",NULL,NULL,NULL,"Stew Leonard's",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(203) 847-7214",PLACE,NULL,NULL,NULL,null,null,"100 Westport Ave, Norwalk, Connecticut 06851",com.restfb.types.Page$PageStartDate@7fc190ca,Unspecified,NULL,NULL,3566,0,stewleonards,not_verified,0,com.restfb.types.Page$VoipInfo@3b4b91d8,http://www.stewleonards.com,28280,"1968-12-31 16:22:05"
91,"Arrow SI, a wholly owned subsidiary of Arrow Electronics, Inc., is a  total solutions provider specializing in business-transforming solutions.",NULL,0,NULL,NULL,NULL,NULL,1,Telecommunication,1,0,"Shared Technologies- ARI",null,NULL,NULL,"ABBREVOur long-term partnerships with the leading manufacturers of voice and data technology in North America enable us to recommend proven, business transforming solutions including unified communications, voice and data technologies, contact center a...","2425 Gateway Dr・Irving, Texas・1 person checked in here",NULL,NULL,328179703901867,NULL,2011,NULL,NULL,,https://www.facebook.com/s3arrow?fref=ts&ref=br_tf,NULL,null,NULL,0,0,168,https://www.facebook.com/s3arrow/,"Location[city=Irving country=United States latitude=32.8934898 locatedIn=null longitude=-96.9842911 name=null region=null state=TX street=2425 Gateway Dr zip=75063]",NULL,"Arrow SI, through ethical and profitable actions, will provide business transforming communication solutions that will create a sustainable competitive advantage for our customers, and exceptional relationships with stakeholders.
",NULL,"Arrow Systems Integration",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"Phone: 972-462-5800 for service: 800-526-7006 for sales: 855-732-7769 ",PLACE,NULL,NULL,NULL,null,null,"2425 Gateway Dr, Irving, Texas 75063",com.restfb.types.Page$PageStartDate@5a465628,Founded,NULL,NULL,3,0,s3arrow,not_verified,0,com.restfb.types.Page$VoipInfo@462eb2b6,http://www.arrowsi.com,1,"2010-12-31 16:22:05"
92,"For those who know and appreciate the very best, Four Seasons hotels and resorts are a true home away from home - extending a caring welcome to some of the world's most inspiring destinations.  Four Seasons Hotels and Resorts - Official Page",NULL,0,NULL,NULL,NULL,NULL,1,Travel/Leisure,0,0,"Four Seasons Hotels",null,NULL,NULL,NULL,NULL,NULL,NULL,106280431030,NULL,NULL,NULL,NULL,,https://www.facebook.com/FourSeasons?fref=ts,NULL,null,NULL,0,0,346356,https://www.facebook.com/FourSeasons/,null,NULL,NULL,NULL,"Four Seasons Hotels and Resorts",NULL,"ABBREVTimes change, but our dedication to perfecting the travel experience never will.  Our highly personalised 24-hour service, combined with authentic, elegant surroundings of the highest quality, embodies a home away from home for those who know and...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@76dfc447,Founded,NULL,NULL,2971,0,FourSeasons,blue_verified,1,com.restfb.types.Page$VoipInfo@3b3edcd,http://FourSeasons.com,0,"1960-12-31 16:22:06"
93,NULL,NULL,0,NULL,NULL,NULL,NULL,1,"Local Business",0,1,"S.C. Johnson & Son",null,NULL,NULL,"ABBREVS. C. Johnson & Son (commonly referred to as S. C. Johnson, previously S. C. Johnson Wax and Johnson Wax), is an American privately held, global manufacturer of household cleaning supplies and other consumer chemicals based in Racine, Wisconsin. ...",NULL,NULL,NULL,108206642534121,NULL,NULL,NULL,NULL,,https://www.facebook.com/pages/S-C-Johnson-Son/108206642534121?fref=ts,NULL,null,NULL,0,0,1795,https://www.facebook.com/pages/S-C-Johnson-Son/108206642534121,null,NULL,NULL,NULL,"S. C. Johnson & Son",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,0,1,NULL,not_verified,0,com.restfb.types.Page$VoipInfo@527a8c40,http://www.scjohnson.com/,0,NULL
94,"Arkansas Children’s Hospital is the only pediatric medical center in Arkansas, providing world-class medical care to children throughout Arkansas. ",NULL,0,NULL,NULL,NULL,NULL,1,"Non-Profit Organization",106244,0,"Arkansas Children's Hospital",null,NULL,NULL,"ABBREVOur physicians are consistently recognized for their outstanding performance and achievement in taking care of our young patients. Doctors from Arkansas Children’s Hospital are consistently listed on Best Doctors and Top Doctor lists locally and ...","1 Childrens Way・Little Rock, Arkansas・106,244 people checked in here",NULL,NULL,112657538333,NULL,1912,"ABBREVACH serves as the pediatric teaching affiliate of UAMS and is home to the Department of Pediatrics. ACH is the classroom where medical students study the pediatric component of all disciplines. In turn, UAMS shares its current medical breakthroug...",NULL,,https://www.facebook.com/ArkansasChildrensHospital?fref=ts,NULL,null,NULL,0,0,140268,https://www.facebook.com/ArkansasChildrensHospital/,"Location[city=Little Rock country=United States latitude=34.742544181754 locatedIn=null longitude=-92.292484416741 name=null region=null state=AR street=1 Childrens Way zip=72202]",NULL,"We champion children by making them better today and healthier tomorrow.",NULL,"Arkansas Children's Hospital",NULL,"ABBREVArkansas Children’s Hospital is the only pediatric medical center in Arkansas and one of the largest in the United States serving children. The campus spans 36 city blocks and houses 359 beds, a staff of approximately 500 physicians, 95 residents...",NULL,NULL,null,0,NULL,NULL,NULL,"(501) 364-1100",PLACE,NULL,"Pediatric Health Care",NULL,null,null,"1 Childrens Way, Little Rock, Arkansas 72202",com.restfb.types.Page$PageStartDate@622b5fa8,Founded,NULL,NULL,2491,0,ArkansasChildrensHospital,not_verified,0,com.restfb.types.Page$VoipInfo@2d368cad,www.archildrens.org,106244,"1911-12-31 16:22:07"
95,"Visit us at www.gilbaneco.com  and follow us on Twitter at http://twitter.com/gilbanebuilding. ",NULL,0,NULL,NULL,420894184594464,NULL,1,Company,16,0,Gilbane,null,NULL,NULL,"ABBREVGeneral Information Terms of Use
Welcome to Gilbane’s Facebook page. We encourage you to share your comments, questions, and ideas. We want this to be a safe and friendly environment for anyone interested in our company, so we ask that you adhere...","7 Jackson Walkway・Providence, Rhode Island・16 people checked in here",NULL,NULL,258541740902855,NULL,1873,NULL,NULL,,https://www.facebook.com/pages/Gilbane-Building-Company/258541740902855?fref=ts,NULL,null,NULL,0,0,53,https://www.facebook.com/Gilbane-Building-Company-258541740902855/,"Location[city=Providence country=United States latitude=41.8191245 locatedIn=null longitude=-71.415619 name=null region=null state=RI street=7 Jackson Walkway zip=02903]",NULL,"ABBREVGilbane’s people deliver outstanding client satisfaction. We practice our core values in our work, giving our clients a unique experience of trust and advocacy. Our commitment to achieving sustained growth enables us to provide enhanced value to ...",NULL,"Gilbane Building Company",NULL,"ABBREV Welcome to Gilbane's official Facebook page. We provide a full slate of construction and facilities-related services – from sustainable building to the latest in construction technology – for clients around the globe and in markets as varied as ...",NULL,NULL,null,0,NULL,NULL,NULL,"(401) 456-5800",PLACE,NULL,"ABBREVFrom schools to hospitals, laboratories to prisons, we build a diverse cross section of facilities. Serving both the public and private markets, we deliver outstanding value by leveraging our depth of experience on projects both large and small. ...",NULL,null,null,"7 Jackson Walkway, Providence, Rhode Island 02903",com.restfb.types.Page$PageStartDate@f31c02,Unspecified,NULL,NULL,0,0,NULL,not_verified,0,com.restfb.types.Page$VoipInfo@530bedf2,www.gilbaneco.com,16,"1872-12-31 16:22:07"
96,"Brocade networking solutions help the world's leading organizations transition smoothly to a world where applications and information reside anywhere.",NULL,0,NULL,NULL,NULL,NULL,1,Company,2298,0,"Brocade Communications Systems",null,NULL,NULL,NULL,"130 Holger Way・San Jose, California・2,298 people checked in here",NULL,NULL,111983056070,NULL,1995,NULL,NULL,,https://www.facebook.com/brocade?fref=ts,NULL,null,NULL,0,0,13346,https://www.facebook.com/brocade/,"Location[city=San Jose country=United States latitude=37.41871 locatedIn=null longitude=-121.95234 name=null region=null state=CA street=130 Holger Way zip=95134]",NULL,"The mission of Brocade is to be the networking provider of choice to the world’s data centers.",NULL,Brocade,NULL,"ABBREVBrocade is extending its proven data center expertise across the entire network with future-proofed solutions built for consolidation, virtualization, and cloud computing. This includes open, virtual, and efficient networking solutions in the fol...",NULL,NULL,null,0,NULL,NULL,NULL,"(408) 333-8000",PLACE,NULL,"ABBREV(Products) Brocade DCX Backbones, Brocade VDX Switches, Brocade ICX Switches, Ethernet Routers, SAN Switches, Fabric Extension, Management Software, and Blade Server SAN I/O Modules.

(Services) Business Continuity, Connectivity, Consolidation, M...",NULL,null,null,"130 Holger Way, San Jose, California 95134",null,Unspecified,NULL,NULL,81,0,brocade,not_verified,0,com.restfb.types.Page$VoipInfo@3c969b36,http://www.brocade.com,2298,NULL
97,"At CH2M, we are a family of people excited to solve tough challenges that have a positive impact on the world. Join us! Apply at http://ch2m.com/careers",NULL,0,NULL,NULL,NULL,NULL,1,Engineering/Construction,187,0,"CH2M Hill",null,NULL,NULL,NULL,"9191 S Jamaica St・Englewood, Colorado・187 people checked in here",NULL,NULL,130017893696618,NULL,"1946, when three Oregon State College graduates -- Holly Cornell, Jim Howland, and Burke Hayes -- and their enthusiastic civil engineering professor, Fred Merryfield first partnered in Corvallis, Oregon to grow CH2M as a consulting engineering firm.",NULL,NULL,,https://www.facebook.com/ch2mcareers,NULL,null,NULL,0,0,30042,https://www.facebook.com/ch2mcareers/,"Location[city=Englewood country=United States latitude=39.5482 locatedIn=null longitude=-104.86745 name=null region=null state=CO street=9191 S Jamaica St zip=80112]",NULL,"At CH2M, we lay the foundation for human progress by turning challenge into opportunity.",NULL,"CH2M Careers",NULL,"ABBREVAt CH2M, we love to take on our clients' most complex infrastructure and natural resource problems, creating new pathways for human progress. Partnering with governments, cities and businesses in more than 50 countries, we tap deeply integrated c...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,PLACE,NULL,"ABBREV“We don’t sell products; we sell solutions. The innovation, creativity and entrepreneurship of our people are what we offer our clients. We want every member of the CH2M family to work in an environment that fuels ingenuity, and to get home healt...",NULL,null,null,"9191 S Jamaica St, Englewood, Colorado 80112",com.restfb.types.Page$PageStartDate@25bf1eb5,Founded,NULL,NULL,81,0,ch2mcareers,not_verified,0,com.restfb.types.Page$VoipInfo@333bdea7,http://www.ch2m.com/careers,0,"1945-12-31 16:22:08"
98,"Smucker’s® is committed to offering quality products that bring families together to share memorable meals & moments. www.smuckers.com",NULL,0,NULL,NULL,NULL,NULL,1,Food/Beverages,2085,0,"J. M. Smucker",null,NULL,NULL,NULL,"Orrville, Ohio・2,085 people checked in here",NULL,NULL,117266245005679,NULL,1897,NULL,NULL,,https://www.facebook.com/smuckers?fref=ts&rf=110720075616519,NULL,null,NULL,0,0,456468,https://www.facebook.com/smuckers/,"Location[city=Orrville country=United States latitude=40.802603442759 locatedIn=null longitude=-81.763174187079 name=null region=null state=OH street=null zip=null]",NULL,NULL,NULL,Smucker's,NULL,"ABBREVThe long history of the Smucker’s® brand name still holds the same values and quality traditions it did in the beginning. Starting in the late 19th century, Jerome Monroe Smucker began pressing apples and crafting apple butter out of a small mill...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,PLACE,NULL,"ABBREVCheck out the wide variety of products from Smucker’s®.

Jams, Jellies and Preserves: http://www.smuckers.com/products/group.aspx?groupId=1

Peanut Butter: http://www.smuckers.com/products/group.aspx?groupId=2 

Uncrustables® Sandwiches: http://w...",NULL,null,null,"Orrville, Ohio",com.restfb.types.Page$PageStartDate@245fc177,Unspecified,NULL,NULL,2521,0,smuckers,blue_verified,1,com.restfb.types.Page$VoipInfo@187fcdcb,http://www.smuckers.com,0,"1896-12-31 16:22:09"
99,"Designed in NYC",NULL,0,NULL,NULL,NULL,NULL,1,"Retail and Consumer Merchandise",3,0,Aéropostale,null,NULL,NULL,NULL,"3 people checked in here",NULL,NULL,57143807607,NULL,NULL,NULL,NULL,,https://www.facebook.com/Aeropostale?fref=ts,734172986659096,null,NULL,0,0,10632965,https://www.facebook.com/Aeropostale/,null,NULL,NULL,NULL,Aeropostale,NULL,"Tokyo Darling | Bethany Mota | Live Love Dream | Brooklyn Calling | Free State | Now at Aéropostale",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@1339d94d,Founded,NULL,NULL,9190,0,Aeropostale,blue_verified,1,com.restfb.types.Page$VoipInfo@6b039a37,"http://www.aeropostale.com ",173351,"1986-12-31 16:22:09"
100,"Welcome to the official Facebook Page for Mitre.
http://www.Mitre.com",NULL,0,NULL,NULL,NULL,NULL,1,Company,0,0,MITRE,null,NULL,NULL,NULL,NULL,NULL,NULL,151373044800,NULL,"1817                      ",NULL,NULL,,https://www.facebook.com/Mitre?fref=ts,NULL,null,NULL,0,0,80904,https://www.facebook.com/Mitre/,null,NULL,"ABBREVMitre stands for ‘real football’

In some ways, the world’s beautiful game has changed radically in the last decade. There’s more glamour. More professionalism.

Yet at its heart, it’s still pretty much the same: one pitch, a pair of goals and tw...",NULL,Mitre,NULL,"ABBREVMitre is the world’s original sports brand. For nearly 200 years, we have been shouting our love and passion for the game.

Our story began in a leather tannery in Huddersfield, England in 1817. Even then, we were pushing the boundaries and striv...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"To purchase Mitre products visit our website: www.mitre.com",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@1129b82a,Founded,NULL,NULL,128,0,Mitre,not_verified,0,com.restfb.types.Page$VoipInfo@3968fe10,http://www.mitre.com/mitrestar,0,"1816-12-31 16:22:10"
101,"Grainger offers employees the stability of an established industry leader, along with the chance to learn, grow, advance and make a difference.",NULL,0,NULL,NULL,NULL,NULL,1,Company,0,0,Grainger,null,NULL,NULL,"ABBREVTHERE'S MORE TO WORK THAN WORK

Grainger offers employees the stability of an established industry leader, along with the chance to learn, grow, advance and make a difference. We strive to be a place that people are attracted to. Sure, we have gr...",NULL,NULL,NULL,265544390144768,NULL,"Est. 1927",NULL,NULL,,https://www.facebook.com/graingercareers?fref=ts,NULL,null,NULL,0,0,2819,https://www.facebook.com/graingercareers/,null,NULL,NULL,NULL,"Grainger Careers",NULL,"ABBREVPeople and Culture

We hear it a lot ... from customers, suppliers, nonprofit organizations, employees, even strangers: Grainger's a great company. We like to think that's because we treat people well -- with respect, with a human touch -- inside...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,19,0,graingercareers,not_verified,0,com.restfb.types.Page$VoipInfo@37de0fb1,http://jobs.grainger.com/,0,NULL
102,NULL,NULL,0,NULL,NULL,NULL,NULL,1,"Local Business",0,1,Colgate-Palmolive,null,NULL,NULL,"ABBREVThe Colgate-Palmolive Company is an American multinational consumer products company focused on the production, distribution and provision of household, health care and personal products, such as soaps, detergents, and oral hygiene products (incl...",NULL,NULL,NULL,109635062395368,NULL,NULL,NULL,NULL,,https://www.facebook.com/pages/Colgate-Palmolive/109635062395368?fref=ts,NULL,null,NULL,0,0,3043,https://www.facebook.com/pages/Colgate-Palmolive/109635062395368,null,NULL,NULL,NULL,Colgate-Palmolive,NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,0,1,NULL,not_verified,0,com.restfb.types.Page$VoipInfo@3cd35f58,http://www.colgatepalmolive.com/,0,NULL
103,"Advancing Health. Advancing Care. ",NULL,1,NULL,NULL,NULL,NULL,1,"Non-Profit Organization",7606,0,"Winchester Hospital",null,NULL,NULL,"ABBREVWinchester Hospital is the first community hospital in Massachusetts to earn Magnet recognition, the American Nurses Association’s highest honor for nursing excellence. As the northwest suburban Boston area’s leading provider of comprehensive hea...","41 Highland Ave・Winchester, Massachusetts・7,606 people checked in here",NULL,NULL,107079996018373,NULL,1912,NULL,NULL,,https://www.facebook.com/WinchesterHospital?fref=ts,NULL,null,NULL,0,0,3157,https://www.facebook.com/WinchesterHospital/,"Location[city=Winchester country=United States latitude=42.465771824412 locatedIn=null longitude=-71.123142695459 name=null region=null state=MA street=41 Highland Ave zip=01890]",NULL,"To care. To heal. To excel. In service to our community.
",NULL,"Winchester Hospital",NULL,"ABBREVWinchester Hospital is the first community hospital in Massachusetts to earn Magnet recognition, the American Nurses Association’s highest honor for nursing excellence. As the northwest suburban Boston area’s leading provider of comprehensive hea...",NULL,NULL,null,0,NULL,NULL,NULL,"(781) 729-9000",PLACE,NULL,NULL,NULL,null,null,"41 Highland Ave, Winchester, Massachusetts 01890",com.restfb.types.Page$PageStartDate@28dae3bf,Unspecified,NULL,NULL,403,0,WinchesterHospital,not_verified,0,com.restfb.types.Page$VoipInfo@7e93f468,www.winchesterhospital.org,7606,"1911-12-31 16:22:11"
104,"We're focused on working with others to deliver agricultural solutions that address the world's challenges while sustaining the environment.",NULL,0,NULL,NULL,NULL,NULL,1,Product/Service,0,0,Monsanto,null,NULL,NULL,NULL,NULL,NULL,NULL,44495818682,NULL,2000,"ABBREVPlease be respectful of all commenters to the site. Any comments that contain vulgar language, name calling, personal attacks or are off topic are not allowed and will be deleted. Also spam and/or advertisements will also be removed. Please also ...",NULL,,https://www.facebook.com/MonsantoCo?fref=ts,NULL,null,NULL,0,0,130952,https://www.facebook.com/MonsantoCo/,null,NULL,"ABBREVMonsanto is committed to bringing a broad range of solutions to help nourish our growing world. We produce seeds for fruits, vegetables and key crops – such as corn, soybeans, and cotton – that help farmers have better harvests while using water ...",NULL,"Monsanto Company",NULL,"ABBREVWe’re more than 20,000 dedicated employees with a focus on making a balanced meal accessible to everyone.
We work to help farmers produce food in a more sustainable way. We think holistically about how our food is grown so farmers have the tools ...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"ABBREVOur business works to meet the needs of farmers through two business segments:

   Seeds and Traits
* Corn, cotton and oilseeds 
* In-the-seed traits that protect against bugs and weeds 
* Vegetables and fruit seeds 

  Agricultural Productivity
...",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@5d115e6c,Founded,NULL,NULL,6771,0,MonsantoCo,blue_verified,1,com.restfb.types.Page$VoipInfo@1182e21,http://discover.monsanto.com,0,"1999-12-31 16:22:12"
105,"Welcome to the FedEx Facebook page. Like this page to receive the latest news about FedEx programs, services, sponsorships and more. www.fedex.com",NULL,0,NULL,NULL,NULL,NULL,1,Product/Service,0,0,FedEx,null,NULL,NULL,"ABBREVThe FedEx Facebook page is intended to provide a mutually beneficial platform for FedEx, FedEx customers and fans.  We welcome your participation and discussion, and encourage you to engage with us through your comments, likes and shares. 

If yo...",NULL,NULL,NULL,150993094945648,NULL,1973,"ABBREVFor inquiries about your package and/or shipment, please visit http://fedex.com or call 1.800.GoFedEx 1.800.463.3339.
For information about career opportunities at FedEx, visit http://careers.fedex.com.
For general information about FedEx, visit ...",NULL,,https://www.facebook.com/FedEx?fref=ts,NULL,null,NULL,0,0,1076657,https://www.facebook.com/FedEx/,null,NULL,NULL,NULL,FedEx,NULL,"ABBREVFedEx Corporation provides customers and businesses worldwide with a broad portfolio of transportation, e-commerce and business services. With annual revenues of $43 billion, the company offers integrated business applications through operating c...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@12a6d3c2,Started,NULL,NULL,11186,0,FedEx,blue_verified,1,com.restfb.types.Page$VoipInfo@72db76e1,"http://fedex.com http://blog.fedex.com http://twitter.com/fedex http://youtube.com/fedex",71682,"1972-12-31 16:22:12"
